userId,itemId
3063,329; 35707; 13368; 55290; 73836; 30632; 74798; 96943; 68889; 68530
3064,97286; 21555; 63410; 85562; 59879; 77266; 28937; 40274; 9515; 76317
3065,84571; 7422; 50077; 8435; 73874; 98180; 31402; 3066; 81688; 30523
3066,8166; 85759; 36954; 93820; 56733; 83508; 48137; 59992; 31151; 34441
3067,77229; 24845; 53917; 2415; 49968; 73189; 8515; 92110; 12817; 46152
3068,82382; 6114; 58855; 69663; 39720; 39137; 3601; 54442; 48966; 852
3069,61832; 95889; 80710; 68153; 18017; 66602; 72480; 91239; 6726; 12764
3070,98542; 87487; 67588; 16408; 77536; 57296; 18149; 67229; 44270; 93441
3071,73140; 54564; 87863; 90343; 72543; 30942; 33103; 96969; 11206; 40650
3072,32103; 62763; 27127; 13474; 27115; 28389; 39137; 6175; 93703; 95426
3073,61997; 96726; 28040; 16632; 3913; 1752; 91071; 53158; 10928; 13157
3074,33235; 80817; 69176; 60639; 66830; 74100; 98755; 71322; 10095; 61078
3075,37106; 33024; 4666; 73134; 801; 57106; 2348; 19419; 81792; 20541
3076,17244; 83508; 6780; 8292; 18297; 35024; 10530; 92523; 64659; 28042
3077,70842; 55288; 59079; 2696; 19164; 83317; 23705; 49388; 8840; 79813
3078,26938; 2921; 39737; 6292; 16010; 87895; 48289; 44101; 58457; 69698
3079,88303; 93246; 85538; 58331; 8068; 81602; 10886; 51732; 4291; 7654
3080,39359; 51988; 68545; 12051; 37094; 32568; 49196; 15645; 15533; 74190
3081,66840; 67604; 42979; 18454; 79766; 21670; 47891; 62653; 65126; 32156
3082,88322; 28855; 17322; 69589; 9206; 96279; 44258; 69757; 49307; 64832
3083,69723; 57045; 73862; 25061; 23718; 82416; 75445; 48057; 59640; 67886
3084,40775; 36654; 33373; 95848; 59401; 4798; 68535; 33792; 80588; 89746
3085,33104; 84418; 77980; 4149; 81953; 78412; 72799; 3960; 87930; 1752
3086,8766; 17460; 51973; 24956; 43050; 66933; 42843; 43881; 20416; 49830
3087,34172; 33163; 33338; 52762; 76556; 26086; 72434; 7035; 77990; 91657
3088,14561; 68314; 62747; 39201; 59650; 92110; 93285; 76324; 77548; 89799
3089,42982; 27588; 30722; 48005; 71604; 47215; 32821; 3348; 5670; 43743
3090,40090; 6249; 72736; 49945; 40181; 17545; 37784; 57563; 25390; 28229
3091,77510; 58855; 39137; 71852; 27638; 55227; 49503; 49602; 76251; 1317
3092,472; 21774; 38861; 20107; 88202; 30550; 99194; 39471; 2333; 2968
3093,37721; 77723; 15768; 4772; 61377; 42963; 6273; 39786; 27122; 53077
3094,74129; 57668; 77299; 12793; 33389; 58359; 444; 62210; 6320; 85623
3095,41992; 24218; 99446; 90352; 60542; 3147; 51608; 72813; 1465; 34802
3096,465; 86693; 10038; 397; 33235; 18374; 85830; 76144; 7004; 3770
3097,16187; 65055; 3223; 1924; 94896; 9711; 50609; 26936; 61450; 39507
3098,43773; 68367; 25070; 68737; 91998; 2954; 82846; 15224; 55581; 41034
3099,90753; 82247; 49307; 51006; 79595; 31399; 68535; 80401; 13722; 5648
3100,48420; 83284; 93491; 22049; 96926; 92775; 74974; 66049; 3641; 22394
3101,9288; 63631; 77810; 16583; 66422; 68380; 6066; 95495; 88455; 81282
3102,77839; 17431; 73102; 18284; 13083; 85422; 75145; 34038; 3495; 18075
3103,78972; 67177; 72812; 98049; 72853; 27709; 67864; 19893; 76314; 94793
3104,66526; 74368; 58395; 44370; 63363; 33726; 53664; 46067; 73864; 98431
3105,75527; 64869; 53355; 31023; 87373; 80402; 78557; 78338; 54107; 42315
3106,78284; 93153; 29238; 81728; 7028; 55684; 5185; 25537; 20430; 80968
3107,58866; 18509; 65965; 18999; 28740; 66090; 75168; 1149; 61465; 49039
3108,26174; 36017; 81459; 71531; 78417; 16068; 15768; 53158; 1865; 11983
3109,59945; 67305; 80276; 23013; 2396; 4187; 54994; 42591; 98879; 88667
3110,6468; 9217; 93703; 7620; 87777; 9565; 75532; 96058; 90051; 76028
3111,68829; 69592; 87186; 26212; 91026; 18434; 38081; 29351; 3315; 30745
3112,60884; 47107; 9958; 71640; 90304; 90019; 23844; 38998; 61979; 80381
3113,39395; 91686; 6385; 95646; 75450; 47343; 57953; 45780; 25509; 93242
3114,65710; 76317; 44573; 95646; 15626; 33118; 94477; 44578; 49991; 16435
3115,1728; 46825; 74018; 66809; 9711; 32947; 12809; 80127; 39646; 36842
3116,42670; 18628; 21874; 49479; 20698; 49940; 545; 67672; 90533; 59617
3117,58254; 61163; 4100; 88322; 54834; 31972; 49772; 53182; 49875; 13324
3118,69758; 8614; 94446; 69419; 85459; 72886; 62777; 86000; 81860; 85078
3119,44817; 42982; 26037; 89822; 69684; 54169; 82365; 91357; 65798; 79627
3120,47998; 64836; 43831; 6199; 57991; 83700; 9676; 85143; 76317; 73420
3121,90528; 92308; 95947; 83296; 89241; 98419; 27271; 33178; 21277; 6164
3122,34782; 58308; 60263; 22564; 11069; 33368; 16643; 18628; 94544; 51555
3123,95457; 20128; 84380; 73705; 7162; 66947; 20115; 4957; 9214; 85153
3124,54193; 26207; 1415; 79659; 55350; 12255; 4475; 15048; 76920; 36540
3125,801; 31402; 81954; 28045; 8751; 66054; 43027; 79676; 24886; 81953
3126,55680; 25554; 15324; 71320; 49401; 1065; 67071; 60556; 1245; 51580
3127,2696; 40527; 74928; 96061; 20639; 95616; 86151; 82568; 87099; 16887
3128,74587; 2483; 10892; 39800; 72915; 13848; 58481; 43944; 94927; 97888
3129,58503; 69306; 79595; 79463; 589; 39381; 32966; 71789; 7613; 39098
3130,40737; 24178; 14240; 22993; 46798; 73971; 11874; 3603; 9171; 68863
3131,18290; 24102; 22163; 39533; 77380; 97649; 42669; 26603; 30196; 16711
3132,78856; 55267; 72978; 36598; 66956; 22341; 39137; 43366; 6164; 79092
3133,53654; 81989; 14001; 81109; 32928; 81715; 59182; 29719; 1114; 39315
3134,4186; 68358; 31651; 38249; 89; 96291; 47177; 98388; 66602; 4219
3135,39207; 29843; 28042; 81520; 94756; 33945; 78639; 23220; 65192; 97438
3136,100107; 20313; 39137; 90617; 85794; 7249; 44563; 10431; 79058; 91686
3137,95248; 75132; 5492; 90996; 67930; 83730; 61641; 81919; 69594; 90515
3138,2154; 88372; 30568; 59224; 20538; 86731; 82467; 58940; 8173; 71602
3139,24035; 44229; 18837; 49039; 67158; 18459; 15381; 17283; 68914; 65438
3140,6705; 75954; 80337; 97794; 52375; 68582; 8251; 93953; 60428; 2921
3141,10035; 10834; 1320; 78803; 35830; 45573; 6808; 18622; 9884; 80402
3142,5185; 8624; 6202; 13502; 83946; 42705; 87075; 89549; 66313; 81457
3143,94964; 89776; 29396; 47728; 67177; 19923; 41740; 98049; 39316; 31552
3144,61793; 72146; 73810; 81953; 73139; 49187; 39137; 95166; 86745; 98749
3145,40234; 84664; 17943; 77795; 61351; 97824; 40194; 53938; 59464; 43407
3146,32947; 31873; 33304; 4125; 92566; 65843; 78476; 72736; 50389; 51982
3147,49681; 49445; 57307; 34366; 44048; 84961; 64917; 77562; 85316; 68165
3148,17758; 80851; 83728; 25070; 78003; 33708; 16695; 10906; 60623; 10350
3149,95889; 60695; 95536; 61465; 20362; 29580; 61751; 61200; 4300; 62179
3150,15324; 38255; 87430; 164; 53574; 22918; 79659; 43964; 2499; 88236
3151,19265; 68294; 49221; 56339; 95646; 98481; 23110; 41440; 69260; 10136
3152,1786; 94797; 65102; 95839; 6545; 33726; 7518; 58643; 61828; 7447
3153,14716; 80462; 22412; 53711; 42827; 98481; 31208; 5091; 49211; 84910
3154,88146; 479; 74249; 8668; 18121; 2720; 6163; 91149; 8624; 4418
3155,82261; 85334; 73796; 3283; 7152; 74749; 77188; 72694; 2189; 32830
3156,13417; 14044; 37348; 86736; 10038; 33373; 81604; 65842; 14900; 89428
3157,71067; 42829; 35462; 2319; 69655; 17531; 45029; 30560; 69915; 53510
3158,58616; 57563; 51988; 82339; 7651; 79595; 10039; 65738; 59671; 19031
3159,63156; 85143; 82476; 8410; 50199; 65677; 30976; 67716; 58389; 46394
3160,87888; 58649; 19211; 99671; 36770; 85005; 15411; 4026; 25862; 19770
3161,4314; 81354; 39353; 77231; 60884; 93242; 93809; 31825; 22288; 17390
3162,21789; 6355; 91657; 75538; 13494; 59802; 68961; 37674; 56410; 81880
3163,9311; 33545; 21874; 39081; 62747; 51873; 72981; 30367; 24824; 49426
3164,7210; 79879; 33545; 92110; 58549; 30664; 39207; 52076; 86986; 42541
3165,58457; 30571; 42774; 61141; 32431; 15092; 78318; 89321; 61163; 40847
3166,48405; 91071; 83544; 39203; 13597; 23929; 7053; 7702; 29917; 27286
3167,7518; 66711; 92752; 46060; 62246; 31137; 59671; 94462; 79813; 88280
3168,37590; 84990; 83330; 16752; 27806; 81160; 82065; 93820; 84372; 65277
3169,50373; 25277; 58326; 67919; 56490; 79071; 69579; 6239; 90013; 780
3170,73800; 89783; 54938; 92606; 8569; 73953; 66799; 57608; 32330; 74799
3171,33373; 57841; 83175; 16562; 80241; 96199; 44256; 69986; 49072; 44196
3172,38359; 86821; 2128; 30625; 76929; 18383; 90245; 1101; 31377; 75301
3173,86741; 39924; 69381; 28753; 37296; 81143; 20423; 9509; 88861; 7162
3174,72886; 66908; 92828; 57841; 55699; 57219; 95366; 17135; 52154; 25177
3175,27885; 61233; 9551; 27281; 4265; 68863; 92855; 57411; 4545; 4962
3176,37348; 1026; 43827; 15848; 99594; 43612; 8578; 55574; 57928; 49477
3177,71246; 80598; 48336; 60240; 3952; 67248; 86368; 10054; 93284; 91286
3178,78338; 3607; 61273; 96277; 12348; 27168; 8251; 48855; 10439; 6658
3179,49185; 17351; 31844; 10667; 44116; 90542; 95444; 53256; 10946; 31334
3180,50579; 77970; 43741; 47177; 75733; 68745; 2845; 25853; 6585; 62747
3181,62856; 5429; 71320; 85431; 78328; 83521; 55678; 18980; 9523; 63323
3182,45122; 44303; 72353; 13614; 64624; 82742; 92337; 49825; 2991; 3742
3183,49703; 2730; 78943; 17931; 95423; 94132; 26533; 72240; 40653; 9523
3184,79874; 15765; 78943; 26557; 79244; 33221; 6101; 7695; 78623; 55353
3185,65630; 16726; 35961; 56278; 1231; 10253; 65733; 14814; 80142; 46792
3186,31377; 16033; 46788; 17135; 82249; 17486; 44454; 39137; 68023; 499
3187,64521; 31300; 33185; 75733; 97286; 70397; 74249; 2113; 47088; 5081
3188,71780; 74021; 4226; 16804; 48166; 10840; 68294; 86572; 4069; 43130
3189,31433; 60254; 16908; 45943; 77384; 15923; 15149; 35927; 71198; 98557
3190,14561; 14519; 4513; 82024; 8775; 62999; 15970; 151; 23940; 91268
3191,78863; 7210; 5058; 24499; 92059; 85675; 72281; 58549; 75497; 3940
3192,15967; 57417; 56511; 50029; 50992; 21993; 5432; 84323; 69679; 35212
3193,81568; 3283; 14705; 69724; 58457; 33499; 92290; 66466; 67213; 74540
3194,10743; 58800; 3301; 5790; 67118; 21743; 48661; 14568; 93281; 29048
3195,39009; 29400; 25390; 24847; 13372; 74974; 93831; 22237; 76602; 80907
3196,13252; 77822; 37315; 79017; 15486; 16252; 42932; 26468; 8676; 21374
3197,39275; 15351; 33185; 82477; 22341; 32577; 2696; 30960; 38945; 2728
3198,84675; 1337; 31402; 58331; 85831; 8751; 48676; 79807; 801; 53443
3199,56980; 19192; 30319; 26804; 58904; 14720; 15682; 9858; 20538; 83284
3200,82131; 81839; 58452; 745; 57450; 62226; 43124; 57054; 6114; 36006
3201,41615; 36966; 73313; 26317; 83695; 12547; 2696; 62999; 86494; 69579
3202,8751; 76837; 58866; 68015; 51163; 93568; 39335; 12771; 73405; 95514
3203,68518; 53195; 18246; 82801; 22607; 6211; 37974; 81726; 31857; 29289
3204,4652; 93504; 28937; 26763; 33005; 78245; 40672; 99258; 20362; 37659
3205,7647; 49141; 8666; 49528; 77384; 35767; 93582; 15324; 61412; 65909
3206,11156; 94750; 97723; 47452; 83492; 90515; 71868; 90841; 93356; 74651
3207,75427; 83603; 95959; 28819; 54452; 57529; 70805; 52161; 7416; 49940
3208,82261; 94544; 10605; 57303; 27105; 4320; 7004; 13502; 59438; 69201
3209,78965; 6101; 69148; 37094; 21993; 21498; 30284; 44676; 38154; 22764
3210,77990; 2239; 31334; 72997; 10049; 81989; 47774; 81072; 21206; 61322
3211,94664; 66898; 86731; 42878; 61060; 50684; 60609; 98182; 77248; 13422
3212,12547; 32822; 68909; 10136; 96578; 13046; 7518; 15854; 97078; 90161
3213,80710; 8736; 79140; 13614; 13651; 87750; 2997; 79584; 72998; 68530
3214,16740; 85363; 14561; 39030; 75134; 74783; 93173; 13502; 13307; 70805
3215,57707; 56699; 67179; 4518; 94682; 34682; 55368; 34425; 57292; 69712
3216,77380; 32901; 18290; 69600; 83402; 92144; 96705; 32589; 44348; 81602
3217,65681; 37106; 58544; 22926; 28068; 68988; 72472; 23380; 86126; 66054
3218,72442; 74159; 59456; 81748; 71338; 49528; 31814; 94495; 55991; 1811
3219,66725; 8459; 74296; 12766; 31810; 30008; 38729; 66945; 10589; 69588
3220,42645; 2991; 38861; 86741; 95819; 47201; 69419; 69180; 69329; 73427
3221,39137; 21501; 6554; 87735; 28716; 31810; 86745; 66956; 15370; 6657
3222,81744; 22506; 92304; 85947; 71320; 69306; 38624; 73254; 90842; 37443
3223,51798; 44023; 68893; 49039; 87513; 39464; 20393; 21874; 100033; 12499
3224,69277; 73037; 5978; 69457; 51884; 39017; 92088; 78456; 55438; 50005
3225,75894; 10840; 82477; 44212; 44101; 16187; 83172; 83396; 96426; 67145
3226,72998; 59250; 18987; 47677; 71780; 48166; 3308; 6127; 33457; 79584
3227,78912; 78512; 89321; 73467; 72886; 54588; 33405; 10443; 10883; 21289
3228,94978; 93648; 73146; 44269; 52824; 1196; 47164; 39547; 4351; 569
3229,6066; 95771; 641; 36954; 78249; 73438; 3133; 15923; 94092; 61028
3230,75625; 93184; 65674; 60863; 94041; 9403; 23718; 37179; 50397; 31357
3231,10985; 49940; 27989; 17838; 66737; 39157; 54834; 80605; 72449; 66602
3232,69347; 37259; 41544; 89822; 81441; 65823; 50399; 20023; 92290; 945
3233,66916; 67890; 85860; 15328; 85050; 57609; 15098; 59092; 94142; 33488
3234,545; 10485; 9588; 94455; 57099; 3486; 78425; 89664; 33103; 20430
3235,57116; 75924; 80713; 60753; 88292; 57991; 12690; 1814; 41418; 56410
3236,40812; 77995; 35468; 43530; 3477; 70194; 40386; 87571; 33912; 22338
3237,88704; 45200; 32796; 78972; 78762; 95548; 77822; 34575; 50215; 23929
3238,18865; 46773; 96833; 24131; 57917; 5816; 16648; 66863; 38750; 17758
3239,73298; 4591; 15203; 48009; 37208; 66840; 82261; 58359; 21168; 79563
3240,1078; 94581; 90273; 38970; 57399; 79320; 17521; 96012; 59650; 55217
3241,75298; 11125; 42108; 33460; 74296; 62927; 96847; 86704; 36615; 92350
3242,23418; 15678; 37191; 12809; 93029; 18121; 33647; 34369; 88574; 86954
3243,7235; 49046; 66406; 31017; 15410; 78641; 13777; 93523; 21374; 76407
3244,35707; 53510; 92894; 6267; 12491; 83980; 82514; 74798; 35457; 73146
3245,8410; 18253; 8751; 16876; 79855; 12592; 95517; 92768; 6355; 57624
3246,2348; 54094; 74563; 37106; 98175; 45737; 38067; 82308; 3050; 5589
3247,95960; 50857; 56281; 88574; 8516; 73612; 65371; 69882; 7072; 88162
3248,63179; 85051; 36954; 24299; 72449; 94752; 6716; 3944; 23929; 97110
3249,24768; 86985; 1293; 14705; 95627; 22049; 14116; 8026; 29788; 91204
3250,92828; 68088; 36087; 45196; 13157; 77476; 149; 55192; 28605; 18459
3251,73096; 55448; 26303; 97966; 46162; 6053; 99292; 42560; 12885; 57629
3252,18509; 87880; 86291; 19; 91266; 97366; 92706; 52157; 43094; 58619
3253,73058; 4097; 79560; 73950; 15641; 40510; 20924; 81337; 69286; 69362
3254,95407; 18980; 98749; 58988; 7162; 25784; 52340; 52193; 63323; 67606
3255,2696; 88667; 38192; 71920; 33185; 9510; 48060; 21915; 35874; 82088
3256,32346; 65997; 75641; 58083; 85799; 81002; 54105; 97635; 57045; 62571
3257,49207; 23775; 39654; 67177; 25882; 21652; 74701; 50375; 75924; 38766
3258,94073; 26847; 70335; 15708; 31355; 58311; 33041; 83175; 25554; 93333
3259,6273; 98567; 13489; 49401; 4291; 31369; 71640; 28057; 15298; 23679
3260,67849; 10993; 49541; 73254; 94092; 4889; 74034; 36294; 60572; 80916
3261,11293; 20388; 82693; 11098; 96996; 93215; 10892; 24315; 18253; 86368
3262,21098; 94868; 72899; 17619; 60164; 68243; 4442; 17010; 33989; 92158
3263,98370; 95102; 6502; 84815; 2017; 42920; 81463; 41686; 4470; 2749
3264,42409; 33614; 77603; 46974; 36018; 14120; 13557; 11673; 33261; 76552
3265,82082; 47686; 93920; 38869; 11171; 58224; 24244; 59391; 80221; 10937
3266,49660; 15269; 47033; 15070; 28029; 69564; 13741; 82957; 15913; 41967
3267,1491; 31567; 53510; 66144; 73631; 1466; 88181; 49523; 1809; 66667
3268,82537; 2921; 19849; 12200; 3307; 80337; 83574; 66913; 20115; 44370
3269,94868; 32302; 25897; 36590; 87450; 4998; 11125; 36732; 7203; 86985
3270,19107; 81434; 65102; 14520; 80710; 23775; 11448; 80907; 69379; 88443
3271,40264; 36973; 54531; 32370; 33502; 31651; 81765; 99445; 21454; 44256
3272,67850; 93246; 90245; 36909; 74789; 58207; 9504; 81085; 12380; 81004
3273,30551; 37291; 52611; 91687; 42687; 99995; 34398; 11232; 87144; 33104
3274,40375; 41967; 77297; 42989; 15048; 16810; 57381; 16142; 27806; 19839
3275,9452; 30538; 47060; 57423; 53161; 97892; 36197; 11562; 23048; 19455
3276,16013; 68529; 30480; 38737; 34066; 78742; 69379; 68236; 23775; 43612
3277,48808; 39136; 8086; 16389; 33173; 43880; 16435; 48633; 41259; 71850
3278,59640; 43011; 86126; 2482; 32977; 78404; 41980; 79473; 94592; 20645
3279,93809; 35472; 95166; 16910; 26447; 66825; 14116; 52321; 57953; 5817
3280,95691; 67604; 81931; 17758; 83486; 73493; 7385; 49187; 43773; 42145
3281,31996; 34784; 25971; 44217; 70338; 72899; 41843; 95407; 10567; 48405
3282,50598; 41489; 95017; 64911; 6767; 72545; 5834; 78557; 74038; 20283
3283,50377; 61828; 39035; 62086; 22100; 24508; 85875; 61812; 49485; 50866
3284,91242; 77985; 80710; 42541; 97823; 2593; 9578; 28698; 99445; 69600
3285,72289; 50750; 84002; 77574; 57045; 39009; 42896; 3744; 7124; 21307
3286,19270; 18118; 92971; 14623; 60211; 56766; 9953; 85701; 52139; 71131
3287,47228; 13998; 84468; 78591; 60544; 77655; 96540; 88067; 17460; 40432
3288,49039; 92110; 51873; 51798; 39229; 28604; 60145; 6536; 32605; 78249
3289,86296; 48808; 33499; 16389; 94941; 6403; 37459; 46979; 59650; 59464
3290,30874; 17918; 5254; 36925; 79197; 32704; 49442; 29808; 95514; 53137
3291,19270; 74059; 96665; 39182; 50399; 95691; 62303; 52687; 13237; 91239
3292,46773; 51721; 80423; 42806; 71067; 12793; 18132; 49039; 9935; 39657
3293,16581; 49668; 33603; 78044; 26174; 43116; 33457; 49690; 94740; 10687
3294,52375; 82441; 7409; 38969; 32408; 2997; 21603; 37679; 7541; 38630
3295,60760; 97853; 81792; 43848; 79136; 32885; 19015; 99155; 13614; 46832
3296,38750; 22506; 16170; 81879; 896; 46438; 96277; 85853; 60263; 74572
3297,7555; 15939; 34224; 92492; 40674; 77746; 52642; 98242; 97632; 61490
3298,75178; 84411; 4282; 73433; 80426; 66945; 83462; 37612; 75015; 52815
3299,911; 33304; 2348; 20128; 59377; 14561; 70943; 96567; 7684; 26901
3300,90352; 72694; 44606; 10048; 57635; 21603; 88059; 7152; 66804; 86288
3301,19419; 32728; 44898; 2017; 81729; 36976; 53452; 93177; 44932; 245
3302,60715; 67919; 77970; 58727; 59617; 16440; 28042; 47654; 71639; 68822
3303,2696; 703; 20639; 43124; 70017; 89242; 50691; 22778; 57243; 36836
3304,2696; 26899; 15664; 4422; 50033; 66352; 21397; 826; 12664; 83616
3305,28012; 30899; 60623; 33948; 15224; 92912; 4169; 67571; 38381; 23890
3306,17858; 7620; 78385; 5663; 93891; 59640; 22341; 86665; 99163; 55377
3307,14561; 81085; 90581; 58275; 96353; 40429; 87767; 55380; 44241; 23417
3308,58331; 31391; 11156; 499; 20541; 30446; 13368; 27411; 31375; 89640
3309,7053; 14047; 59542; 53705; 27975; 74076; 78417; 75818; 37179; 3318
3310,74563; 37664; 57161; 12529; 5273; 94098; 15048; 96199; 91405; 78758
3311,6627; 61486; 78260; 58549; 50124; 17918; 2405; 25277; 62873; 65055
3312,71638; 51808; 49400; 11446; 69275; 90533; 72420; 53358; 85466; 81909
3313,95422; 56330; 41762; 93436; 65275; 58959; 65166; 15624; 44644; 52495
3314,21044; 4100; 56826; 85831; 31848; 72315; 914; 82820; 22744; 18167
3315,80150; 52964; 67925; 67850; 3822; 9403; 48854; 30723; 34243; 65492
3316,95766; 16575; 77169; 10777; 78214; 4037; 22237; 74799; 86167; 16066
3317,86455; 69006; 80388; 30899; 30333; 68176; 41503; 14862; 10546; 93381
3318,40570; 23135; 40775; 9142; 10230; 19995; 47164; 92606; 2259; 86291
3319,40035; 32599; 15964; 95862; 97577; 58308; 39958; 49254; 10178; 20816
3320,6286; 21749; 89822; 25554; 27877; 80466; 81410; 59510; 37259; 864
3321,12707; 25346; 41613; 92472; 89027; 10317; 31862; 78047; 38154; 11860
3322,37145; 68153; 62179; 7033; 97909; 75625; 17666; 9481; 9711; 33603
3323,45419; 21570; 27454; 95081; 22506; 97329; 11194; 20844; 32975; 66070
3324,54591; 96892; 11571; 62583; 54343; 85364; 83780; 80683; 80897; 51904
3325,91239; 76428; 84234; 25797; 87160; 39261; 33221; 23924; 2088; 95889
3326,96210; 7161; 12236; 77297; 25284; 811; 77442; 2757; 13737; 27580
3327,37721; 58457; 87608; 91026; 42808; 47282; 45742; 2696; 96586; 7118
3328,79420; 6883; 93251; 33405; 36051; 38374; 76314; 39137; 83348; 14116
3329,94121; 36598; 85637; 6202; 42275; 15133; 9718; 2956; 37191; 94885
3330,10815; 9002; 164; 35961; 99465; 32778; 6825; 65826; 30899; 41975
3331,41544; 31873; 12142; 95275; 33664; 67550; 32860; 74598; 54938; 51974
3332,34066; 75023; 58445; 29197; 5502; 17133; 77213; 77659; 76760; 60306
3333,43599; 39711; 76440; 11085; 81721; 65694; 55698; 21270; 32763; 15842
3334,11805; 64816; 667; 96358; 97176; 49690; 11069; 30563; 72998; 81953
3335,32821; 50153; 21270; 72515; 15344; 45029; 24756; 88065; 88111; 20053
3336,39054; 4751; 73788; 77822; 94086; 39980; 3457; 84352; 96061; 99587
3337,68314; 52125; 74974; 67223; 43555; 71713; 40605; 77556; 24499; 335
3338,31352; 18372; 16936; 18987; 51336; 68909; 71808; 33178; 18253; 95691
3339,31093; 28742; 31951; 4507; 17690; 32767; 79314; 76714; 12319; 44932
3340,47941; 49039; 84154; 5093; 81781; 58457; 60024; 61163; 33178; 26899
3341,75977; 14338; 72736; 40194; 59650; 75255; 7170; 10928; 66184; 35691
3342,20128; 94542; 83699; 78516; 60440; 11983; 84380; 9473; 78383; 17546
3343,6771; 98596; 15048; 80223; 96277; 75354; 58495; 3181; 32824; 79181
3344,77384; 55217; 49938; 9288; 45777; 82846; 28743; 13874; 96079; 53516
3345,34784; 10049; 739; 11275; 20645; 77266; 70052; 9518; 22855; 81385
3346,79142; 6306; 3659; 39029; 69426; 48039; 68669; 56964; 32853; 79799
3347,30446; 79807; 88398; 499; 5432; 87451; 42783; 86473; 97193; 99995
3348,25770; 40527; 10344; 95392; 50488; 3072; 6980; 58127; 16414; 85475
3349,18003; 36049; 16323; 69679; 90542; 74059; 50900; 38960; 90352; 2054
3350,52459; 30899; 56733; 86435; 11840; 31179; 40473; 44715; 49940; 3041
3351,18305; 60794; 58680; 27066; 14537; 81003; 16623; 58338; 50524; 10425
3352,98567; 58725; 15486; 9109; 37089; 61677; 12559; 19970; 42650; 13252
3353,28040; 9749; 16678; 86313; 43801; 15271; 63828; 27788; 15888; 20405
3354,81463; 32170; 37221; 73298; 81389; 59636; 57228; 74017; 28824; 13585
3355,77208; 21289; 12778; 59514; 28937; 3843; 27175; 30718; 87935; 76440
3356,68909; 2121; 20007; 84369; 57122; 25601; 31534; 69379; 9805; 59374
3357,97577; 10012; 70514; 95691; 11085; 67823; 16717; 49207; 72575; 67446
3358,47728; 32818; 94440; 49368; 77382; 90667; 12404; 72841; 68015; 9302
3359,32837; 82285; 41615; 38769; 21098; 75148; 49751; 30802; 51937; 92508
3360,6561; 81748; 44030; 40111; 40455; 52247; 61200; 15388; 73950; 44149
3361,17351; 13494; 45818; 14055; 3697; 39361; 61036; 67744; 43582; 77603
3362,74531; 11381; 9323; 86112; 6470; 58672; 49302; 50989; 94964; 60896
3363,14616; 90900; 8702; 52495; 46765; 72998; 57567; 81606; 55836; 39930
3364,85143; 99362; 39047; 83290; 98576; 5140; 87933; 39361; 14106; 67476
3365,96673; 25661; 52883; 93908; 25026; 33496; 507; 52708; 93449; 56427
3366,33726; 66526; 68334; 93508; 3537; 92828; 73139; 33622; 58653; 83533
3367,27638; 30960; 18987; 49991; 4291; 32737; 44003; 90389; 33460; 90245
3368,40792; 69670; 16648; 945; 15048; 20554; 94214; 10613; 17065; 31823
3369,8399; 99445; 69821; 68962; 2527; 32901; 33198; 9473; 71308; 50361
3370,66834; 5081; 78912; 30445; 26075; 83843; 68669; 2696; 67850; 57296
3371,84708; 39737; 2997; 33389; 46832; 99000; 71463; 86803; 94808; 13429
3372,14032; 44536; 21270; 80488; 99651; 47939; 68514; 67744; 97852; 2306
3373,2696; 1309; 64521; 40048; 38682; 52071; 93281; 742; 73148; 26094
3374,15710; 100107; 36297; 32824; 93278; 54228; 2584; 17431; 31825; 12255
3375,36598; 86167; 20538; 52858; 20423; 30505; 8503; 81234; 17758; 92984
3376,59084; 25790; 90514; 95931; 72737; 9702; 31665; 32536; 15693; 44138
3377,5763; 81052; 94833; 33088; 3652; 19732; 52375; 40296; 50000; 43070
3378,26616; 36042; 181; 7385; 82488; 66927; 14061; 4719; 17065; 53170
3379,36294; 74783; 10102; 74531; 3940; 93003; 130; 30529; 12283; 63048
3380,47061; 64496; 17877; 151; 90236; 55546; 92064; 2482; 42011; 79800
3381,11197; 19850; 89027; 62341; 34616; 26661; 483; 57491; 8775; 48195
3382,40341; 75752; 19395; 53125; 61915; 79387; 40199; 96353; 91883; 73884
3383,35033; 42725; 20354; 87049; 19; 15936; 59311; 82880; 51990; 6771
3384,57402; 74038; 7576; 8780; 62873; 44554; 39357; 83402; 14561; 71163
3385,16717; 10008; 97438; 81520; 18485; 1005; 65192; 49207; 21555; 76576
3386,66056; 44715; 31431; 15259; 55192; 61253; 81955; 39767; 61412; 62850
3387,40240; 9291; 32978; 13689; 77595; 21736; 12778; 99438; 25724; 4031
3388,86329; 57557; 13445; 37143; 78249; 54531; 94756; 66122; 68975; 61699
3389,84336; 21728; 16851; 18863; 77723; 85065; 52724; 20606; 29372; 49845
3390,94664; 5035; 6617; 779; 18443; 34024; 2615; 15842; 21098; 49039
3391,80987; 53497; 79766; 77526; 22921; 19270; 85848; 80426; 49072; 71507
3392,30939; 60710; 47218; 20986; 20526; 68960; 85575; 83433; 3289; 73444
3393,7349; 68749; 19839; 19270; 71976; 16933; 93908; 54228; 11805; 51305
3394,77307; 38952; 31179; 7511; 2184; 73485; 61451; 85544; 40011; 63996
3395,90230; 99649; 40200; 30310; 17854; 4295; 11237; 6101; 43743; 33007
3396,22302; 42858; 80241; 96921; 48456; 39887; 18539; 76781; 965; 7385
